StartDate,EndDate,Finished,DistributionChannel,UserLanguage,Q0.1,Q0.2,Q0.2_4_TEXT,Q0.3,Q0.4,Q0.4_8_TEXT,0.4_1,Q0.5,Q0.6,Q0.7,,Q0.8_1,Q0.8_2,Q0.8_3,Q0.8_4,Q1.1_1,Q1.1_2,Q1.1_3,Q1.1_4,Q1.2_1,Q1.2_2,Q1.2_3,Q1.2_4,Q1.2_5,Q1.2_6,Q1.2_7,Q1.2_8,Q1.2_9,Q1.2_10,Q1.2_10_TEXT,Q1.3_1,Q1.3_2,Q1.3_3,Q1.3_4,Q1.3_5,Q1.3_6,Q1.3_7,Q1.3_8,Q1.3_9,Q1.3_10,Q1.3_10_TEXT,Q1.4_1,Q1.4_2,Q1.4_3,Q1.4_4,Q1.4_5,Q1.5,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q3.1,Q3.1.1,3.1.1_4_TEXT,Q3.2,Q3.3,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q3.4_5,Q3.4_6,,Q4.1,Q4.1.1,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.2_9,Q4.2_9_TEXT,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,,Q4.5,Q5.1,Q5.1_8_TEXT,Q5.2,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.4_1,Q5.4_2,Q5.4_3,Q5.4_4,Q5.4_5,Q5.4_6,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_7,,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,,Q6.3,Q6.4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.2,Q7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2018 8:56,10/11/2018 9:01,FALSE,email,EN,Combination,Educational institution,,United States of America,Research Faculty,,"Biological sciences,Mathematical and physical sciences",45 - 54,More than 20 years,Male,,About half the time,About half the time,Sometimes,Never,Primary target,Primary target,Primary target,Secondary target,2,3,30,10,30,10,5,5,5,0,,2,20,20,15,20,5,8,5,5,0,,Somewhat,Somewhat,Frequently,Frequently,Frequently,Yes,1-3 projects,,,,Moderately supported,Very supported,Very supported,Very supported,Very supported,Very supported,Very supported,No,,,Yes,No,,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management",,,No,,5,0,0,0,0,0,0,95,0,,"Yes, but inadequate level of support","Yes, but inadequate level of support",No,,,,,,,,"There is little recognition of software development efforts in promotion & tenure considerations, or time release from teaching, etc. Therefore, there is very little time to work on software skills or improve the software development",Other,There are no positions for software development,No - I would have to move to another institution,Very important,Very important,Very important,Very important,Extremely important,Slightly important,Slightly important,Slightly important,Extremely important,Slightly important,Extremely important,Extremely important,Always,Most of the time,Always,Always,Always,About half the time,,,Sometimes,Never,Always,Always,Never,,,No,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2018 9:40,10/18/2018 10:02,TRUE,anonymous,EN,Researchers,Educational institution,,United States of America,Research Faculty,,Biological sciences,55 - 64,More than 20 years,Male,,,Most of the time,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,No,"Languages,Development Techniques",Project Management,Languages,Development Techniques,Development Techniques,,,Yes,"For developing new software,For reusing existing software,For maintaining / sustaining software",,,,,,,,,,,,,,,,No,"Yes, adequate level of support",No,,,,"Postdoc,Software Developer,Programmer",,Yes - in my current institution,Moderately important,Very important,Extremely important,Moderately important,Extremely important,Slightly important,,,,,,,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,,,,,,,,,,Yes,Not at all important,Average,Average,,Average,There are few candidates. We need tools to make the pipeline fatter.,"no, we only track nationality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2018 15:36,10/18/2018 10:51,TRUE,anonymous,EN,Combination,Other,None,Germany,Other,Unemployed,Mathematical and physical sciences,45 - 54,16-20 years,Male,,Most of the time,Never,Never,Sometimes,Primary target,Secondary target,Primary target,Not at all,10,5,30,5,10,15,20,5,0,0,,5,10,40,5,5,5,20,10,0,0,,Frequently,Somewhat,Somewhat,Somewhat,Somewhat,Yes,1-3 projects,None,None,1-3 projects,Slightly supported,Moderately supported,Moderately supported,Very supported,Moderately supported,Moderately supported,Very supported,Yes,"Online self-directed,Other",By colleagues,Yes,Yes,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management",,,,,,No,,0,0,0,0,0,0,0,0,100,None,No,No,No,,,,,,,,"(Not applicable)
",Other,(Not applicable),No - I would have to move to another institution,Very important,Not at all important,Moderately important,Moderately important,Extremely important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Never,Never,Never,Never,Never,Always,,,Never,Never,Sometimes,Most of the time,Never,,,No,Moderately important,,,,,"N/A
","No.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2018 11:30,10/11/2018 11:35,FALSE,email,EN,Researchers,Educational institution,,,Faculty,,Biological sciences,35 - 44,11 - 15 years,Male,,Most of the time,Sometimes,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,No,"Languages,Project Management",Languages,Languages,Languages,Languages,,,No,,,,,,,,,,,,,,,,,No,"Yes, but inadequate level of support","Yes, but inadequate level of support",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2018 12:24,10/18/2018 12:43,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Other,Research Programmer,"Computer & information Science,Social sciences,Humanities and language based studies,Agricultural",25 - 34,1 - 5 years,Male,,Sometimes,Sometimes,About half the time,,Secondary target,Primary target,Primary target,Primary target,10,10,40,5,5,10,10,10,0,0,,10,15,40,0,0,0,15,10,10,0,,Rarely,Never,Somewhat,Never,Never,Yes,1-3 projects,1-3 projects,1-3 projects,None,Moderately supported,Moderately supported,Very supported,Slightly supported,Moderately supported,Slightly supported,Moderately supported,Yes,Class / school,,Yes,No,Development Techniques,"Development Techniques,Project Management",Project Management,Languages,Languages,,,Yes,"For developing new software,For reusing existing software,For maintaining / sustaining software",75,0,0,0,0,0,0,0,25,,"Yes, but inadequate level of support","Yes, adequate level of support","Yes, adequate level of support",,,,,,,,,Research Programmer,,Yes - in my current institution,Moderately important,Moderately important,Very important,Very important,Extremely important,Moderately important,Moderately important,Moderately important,Very important,Very important,Very important,Very important,Always,Sometimes,Most of the time,Most of the time,About half the time,Sometimes,,,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,,,Dependent on the position (programmer vs. faculty),Very important,Good,Average,Good,Good,Having effective communication between people from diverse groups. It's very important to understand the style of communication that is acceptable with each group and communicate in a manner that is comfortable for them.,Not that I know of.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2018 13:31,10/11/2018 13:48,FALSE,anonymous,EN,Combination,Industry,,United States of America,Research Software Engineer,,Mathematical and physical sciences,35 - 44,16-20 years,Male,,Sometimes,Most of the time,Sometimes,Sometimes,Primary target,Secondary target,Secondary target,Not at all,5,5,50,15,10,0,10,5,0,0,,10,10,80,0,0,0,0,0,0,0,,Frequently,Frequently,Rarely,Rarely,Frequently,Yes,4+ projects,None,4+ projects,1-3 projects,Not supported at all,Not supported at all,Very supported,Very supported,Moderately supported,Slightly supported,Moderately supported,No,,,Don't know,Yes,,Development Techniques,,,Project Management,Languages,,Yes,For developing new software,0,0,0,0,100,0,0,0,0,,"Yes, adequate level of support","Yes, adequate level of support",No,,,,,,,,,"Research Programmer,Software Developer,Programmer",,No - I would have to move to another institution,Very important,Not at all important,Moderately important,Extremely important,Very important,Not at all important,Not at all important,Very important,Very important,Very important,Very important,Very important,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,,Sometimes,Always,Most of the time,Always,About half the time,,,Yes,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2018 14:09,10/18/2018 14:35,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,"Biological sciences,Mathematical and physical sciences",35 - 44,16-20 years,Male,,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,No,"Languages,Development Techniques","Languages,Development Techniques","Languages,Development Techniques","Languages,Development Techniques","Languages,Development Techniques",,,Yes,For developing new software,,,,,,,,,,,,,,,,No,No,No,,,,"Postdoc,Research Faculty",,Don’t know,Moderately important,Moderately important,Extremely important,Moderately important,Extremely important,Very important,,,,,,,Sometimes,Sometimes,Always,Never,Never,Sometimes,,,,,,,,,,No,Not at all important,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2018 14:41,10/18/2018 14:59,TRUE,anonymous,EN,Developers,Educational institution,,United States of America,Other,Research Programmer,"Computer & information Science,Social sciences",25 - 34,1 - 5 years,Female,,Sometimes,About half the time,About half the time,Never,Not at all,Secondary target,Secondary target,Primary target,10,10,50,0,10,10,0,10,0,0,,5,10,70,5,5,0,0,5,0,0,,Rarely,Rarely,Rarely,Frequently,Rarely,Yes,None,1-3 projects,1-3 projects,None,Very supported,Moderately supported,Extremely supported,Extremely supported,Extremely supported,Extremely supported,Very supported,No,,,Yes,No,Project Management,Languages,,Development Techniques,"Languages,Development Techniques,Project Management",,,No,,25,0,0,0,0,25,0,0,50,NIST,No,No,No,No,,,,,,,,"Postdoc,Programmer,Other",Research Programmer,Yes - in my current institution,,,,,,,Not at all important,Very important,Not at all important,Very important,Very important,Very important,About half the time,Never,About half the time,About half the time,About half the time,About half the time,,,Never,Sometimes,Never,Never,Never,,,Dependent on the position (programmer vs. faculty),Extremely important,Average,Average,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2018 14:37,10/18/2018 15:00,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Manager,,"Biological sciences,Engineering,Computer & information Science,Medicine,Social sciences,Humanities and language based studies,Agricultural,Forestry and veterinary science,Education",35 - 44,16-20 years,Male,,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Primary target,5,10,45,5,5,5,10,10,5,0,,5,10,45,5,5,5,10,10,5,0,,Somewhat,Somewhat,Somewhat,Rarely,Rarely,Yes,4+ projects,4+ projects,4+ projects,1-3 projects,Very supported,Very supported,Very supported,Very supported,Very supported,Very supported,Very supported,No,,,Yes,No,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management",,,,,,Yes,"For developing new software,For reusing existing software,For maintaining / sustaining software",68,1,0,10,1,0,5,5,10,Industry,No,"Yes, but inadequate level of support",No,,,,,,,,,Research Programmer,,Yes - in my current institution,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,Very important,Very important,Moderately important,Moderately important,Moderately important,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,,,Yes,Moderately important,Good,Good,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2018 22:15,10/11/2018 22:21,FALSE,anonymous,EN,Combination,Industry,,United States of America,Research Engineer,,Engineering,25 - 34,1 - 5 years,Male,,Sometimes,Most of the time,Sometimes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2018 8:42,10/12/2018 8:49,FALSE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Biological sciences,35 - 44,11 - 15 years,Male,,Sometimes,Most of the time,Sometimes,Never,Secondary target,Primary target,Secondary target,Secondary target,10,20,25,10,10,5,5,5,10,0,,5,25,25,20,0,5,5,0,15,0,,Frequently,Frequently,Frequently,Frequently,Somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2018 7:23,10/19/2018 9:04,TRUE,anonymous,EN,Developers,Educational institution,,United States of America,Faculty,,"Mathematical and physical sciences,Computer & information Science",25 - 34,11 - 15 years,Male,,,Sometimes,About half the time,About half the time,Not at all,Not at all,Secondary target,Primary target,5,5,30,15,15,20,5,5,0,0,,5,5,40,10,10,10,15,5,0,0,,Somewhat,Somewhat,Somewhat,Rarely,Rarely,Yes,1-3 projects,1-3 projects,4+ projects,1-3 projects,Slightly supported,Slightly supported,Extremely supported,Very supported,Moderately supported,Slightly supported,Slightly supported,Yes,"Class / school,Online self-directed",,Yes,No,"Languages,Development Techniques,Project Management",Development Techniques,,Project Management,Languages,,,Yes,"For developing new software,For reusing existing software",70,0,0,30,0,0,0,0,0,,No,"Yes, adequate level of support",No,,,,,,,,"Institution does not have mechanisms to ""fill gaps"" between external funding.  I feel this often causes us to work on the problems most likely to win proposals as opposed to those that are most pressing.

It's often not a realized gap - funding agencies typically are interested in the most pressing problems! - but an important mental block.","Research Software Engineer,Research Faculty",,No - I would have to move to another institution,,,,,,,Slightly important,Very important,Very important,Slightly important,Very important,Very important,About half the time,Never,Most of the time,About half the time,Most of the time,Sometimes,,,About half the time,Sometimes,Most of the time,Sometimes,About half the time,,,Yes,Very important,Poor,Poor,Poor,Average,"We tend to use the excuse of ""very busy"" -- regardless of team size, there is always a new algorithm to implement, a new bug to fix, a new feature to design -- to not pay attention to non-technical issues like this.  There's no conscious objection or opposition to maintaining a culture of inclusion.

Typically, when we make progress in these issues, it's because an individual has a passion in this area and prioritizes it in how they allocate their time and contributions.",No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2018 9:40,10/19/2018 9:54,TRUE,anonymous,EN,Combination,Educational institution,,Germany,Manager,,"Computer & information Science,Humanities and language based studies",35 - 44,11 - 15 years,Male,,Sometimes,Most of the time,Never,Never,Secondary target,Primary target,Primary target,Secondary target,5,5,15,0,5,10,0,20,0,40,organizing,10,10,50,10,0,0,10,10,0,0,,Rarely,Never,Rarely,Rarely,Never,Yes,1-3 projects,4+ projects,1-3 projects,None,Moderately supported,Slightly supported,Extremely supported,Moderately supported,Extremely supported,Very supported,Very supported,Yes,Class / school,,No,No,Project Management,"Languages,Development Techniques,Project Management",,"Languages,Development Techniques",,,,Yes,"For developing new software,For maintaining / sustaining software",0,0,0,0,0,0,0,0,100,,No,"Yes, but inadequate level of support","Yes, but inadequate level of support",,,,,,,,,"Software Developer,Programmer",,No - I would have to move to another institution,Slightly important,Not at all important,Extremely important,Very important,Moderately important,Moderately important,Not at all important,Moderately important,Moderately important,Moderately important,Very important,Very important,Most of the time,Sometimes,Always,Always,Always,,,,Sometimes,Sometimes,Most of the time,About half the time,Never,,,No,Moderately important,Good,Good,Average,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2018 15:14,10/19/2018 15:26,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,35 - 44,16-20 years,Male,,,,Sometimes,Most of the time,Primary target,Primary target,Secondary target,Not at all,5,10,20,20,20,10,15,0,0,0,,0,20,50,20,0,0,10,0,0,0,,Somewhat,Somewhat,Never,Frequently,Never,Yes,None,None,1-3 projects,1-3 projects,Slightly supported,Moderately supported,Very supported,Very supported,Moderately supported,Slightly supported,Moderately supported,No,,,No,No,Project Management,Development Techniques,"Languages,Development Techniques",Project Management,Languages,,,Yes,For developing new software,100,0,0,0,0,0,0,0,0,,No,"Yes, adequate level of support",No,,,,,,,,,Postdoc,,Don’t know,Moderately important,Very important,Slightly important,Moderately important,Very important,Not at all important,Moderately important,Not at all important,Extremely important,Slightly important,Moderately important,Very important,Always,Sometimes,Always,Most of the time,Sometimes,Never,,,Sometimes,Never,Never,Never,Never,,,Yes,Slightly important,Poor,Average,Poor,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2018 17:45,10/20/2018 17:56,TRUE,email,EN,Combination,Other,not for profit research institute,United States of America,Faculty,,"Biological sciences,Computer & information Science",45 - 54,16-20 years,Male,,Never,Sometimes,Most of the time,Never,,,Primary target,,20,5,30,10,10,0,15,10,0,0,,25,10,25,10,10,0,20,0,0,0,,Somewhat,Somewhat,Never,Frequently,Frequently,Yes,,4+ projects,4+ projects,1-3 projects,Slightly supported,Slightly supported,Very supported,Very supported,Moderately supported,Moderately supported,Very supported,No,,,No,No,,,"Languages,Development Techniques,Project Management",,"Languages,Development Techniques,Project Management",,,Yes,"For developing new software,For maintaining / sustaining software",0,100,0,0,0,0,0,0,0,,No,"Yes, adequate level of support",No,,,,,,,,,"Postdoc,Research Programmer,Software Developer,Programmer",,Yes - in my current institution,Extremely important,Not at all important,Extremely important,Extremely important,Extremely important,Very important,Not at all important,Slightly important,Extremely important,Not at all important,Extremely important,Extremely important,Always,Never,Always,Never,Always,Always,,,Sometimes,Sometimes,Never,Most of the time,Never,,,Yes,Not at all important,,,,,"This question is underdefined. Who is 'underrepresented'? Non-white, non-christian, non-american born would be considered 'underrepresented' in most of the US. But hardly for scientific programming, where it is very hard to find anyone outside of those categories. ",please. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2018 8:36,10/22/2018 8:49,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Graduate Student,,Mathematical and physical sciences,25 - 34,6 - 10 years,Male,,Sometimes,Most of the time,Sometimes,Never,Primary target,Secondary target,Secondary target,Secondary target,20,10,35,10,10,0,5,5,5,0,,15,40,15,15,5,0,5,0,5,0,,Frequently,Somewhat,Never,Never,Somewhat,Yes,1-3 projects,1-3 projects,1-3 projects,None,Moderately supported,Slightly supported,Very supported,Slightly supported,Not supported at all,Slightly supported,Very supported,No,,,Yes,Yes,Project Management,"Development Techniques,Project Management",Languages,Languages,Development Techniques,,,No,,0,0,0,0,0,0,0,100,0,,No,"Yes, but inadequate level of support",No,,,,,,,,Recognizing that software development is a valid scientific goal in itself (though this problem is by no means unique to one institution).,"Postdoc,Research Software Engineer",,Don’t know,Very important,Moderately important,Extremely important,Extremely important,Extremely important,Moderately important,Moderately important,Slightly important,Very important,Very important,Very important,Extremely important,Always,Sometimes,Always,Always,Always,Sometimes,,,Most of the time,Never,Sometimes,Never,About half the time,,,Dependent on the position (programmer vs. faculty),Not at all important,Average,Average,Average,Average,"I'm a student, so I don't have much control over the applicant pool.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2018 9:07,10/15/2018 9:10,FALSE,anonymous,EN,Combination,Educational institution,,Germany,Research Engineer,,"Mathematical and physical sciences,Engineering,Computer & information Science",35 - 44,16-20 years,Prefer not to answer,,,About half the time,,About half the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2018 8:58,10/23/2018 9:09,TRUE,anonymous,EN,Combination,National lab,,Spain,Graduate Student,,Biological sciences,25 - 34,1 - 5 years,Male,,Sometimes,Most of the time,Never,Never,Primary target,Secondary target,Not at all,Not at all,20,10,20,10,5,0,10,0,0,25,Research,10,15,15,10,0,5,15,0,0,30,Research,Frequently,Frequently,Rarely,Rarely,Somewhat,Yes,1-3 projects,1-3 projects,None,1-3 projects,Not supported at all,Slightly supported,Extremely supported,Extremely supported,Extremely supported,Extremely supported,Extremely supported,Yes,Class / school,,Yes,Yes,Project Management,Development Techniques,Languages,Project Management,Languages,,,No,,0,0,0,0,0,0,0,0,100,Public foundatio,No,"Yes, adequate level of support",No,,,,,,,,"The lack of guidelines towards publication/open access, or the value of code",,,Don’t know,Extremely important,Slightly important,Slightly important,Slightly important,Very important,Not at all important,Not at all important,Extremely important,Extremely important,Slightly important,Slightly important,Extremely important,Always,Never,Always,Never,Never,Never,,,Always,Always,Always,Always,,,,No,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2018 9:01,10/23/2018 9:10,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Faculty,,Biological sciences,35 - 44,16-20 years,Male,,,,Most of the time,,Primary target,Primary target,Primary target,Secondary target,10,10,20,10,10,15,10,15,0,0,,10,10,20,10,15,15,10,0,10,0,,Frequently,Somewhat,Rarely,,Frequently,Yes,4+ projects,1-3 projects,4+ projects,4+ projects,Extremely supported,Very supported,Extremely supported,Extremely supported,Extremely supported,Extremely supported,Extremely supported,No,,,No,No,Languages,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management","Languages,Project Management",,,,Yes,"For developing new software,For maintaining / sustaining software",10,0,0,0,0,0,90,0,0,,No,No,No,,,,,,,,Tenure and promotion (or lack thereof) for software activities,"Postdoc,Research Software Engineer,Research Programmer,Software Developer",,No - I would have to move to another institution,Very important,Very important,Moderately important,Extremely important,Extremely important,Slightly important,Not at all important,Not at all important,Extremely important,Not at all important,Not at all important,Not at all important,Most of the time,Never,Always,Most of the time,Most of the time,Most of the time,,,Never,Never,Never,Sometimes,Sometimes,,,Yes,Slightly important,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2018 9:01,10/23/2018 9:10,TRUE,anonymous,EN,Combination,Educational institution,,United Kingdom of Great Britain and Northern Ireland,Manager,,"Biological sciences,Medicine,Dentistry and health",25 - 34,6 - 10 years,Female,,Sometimes,Sometimes,Most of the time,Sometimes,Not at all,Not at all,Secondary target,Primary target,10,15,10,25,20,10,0,5,5,0,,10,10,15,20,0,10,15,5,15,0,,Somewhat,Somewhat,Somewhat,Rarely,Rarely,No,,1-3 projects,1-3 projects,None,Slightly supported,Very supported,Very supported,Moderately supported,Moderately supported,Slightly supported,Slightly supported,Yes,"Carpentry,Online self-directed",,No,No,,,,,,,,No,,0,0,0,0,0,0,0,0,100,UK based so the above aren't relevant,No,"Yes, but inadequate level of support","Yes, but inadequate level of support",,,,,,,,Inability to recruit staff because higher education salaries are nothing compared to industry,"Postdoc,Research Software Engineer",,No - I would have to move to another institution,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Slightly important,Moderately important,Moderately important,Moderately important,Not at all important,Extremely important,Very important,Sometimes,Sometimes,Most of the time,About half the time,About half the time,Sometimes,,,Sometimes,Sometimes,About half the time,About half the time,Never,,,Dependent on the position (programmer vs. faculty),Slightly important,Poor,Poor,Poor,Average,Too many white men at the top. When I put myself down for not being technical (and female) no-one speaks up to question it or even to offer support or training. But when the male software engineer with mental health issues says something slightly down about himself everyone rallies round.,We don't do this. I think this task is left to HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2018 8:57,10/23/2018 9:16,TRUE,anonymous,EN,Developers,Educational institution,,United States of America,Other,Full Stack Developer,,25 - 34,1 - 5 years,Male,,About half the time,About half the time,Sometimes,Never,Not at all,Not at all,Not at all,Primary target,10,15,25,15,10,10,5,5,5,0,,10,20,25,10,5,5,5,5,15,0,,Rarely,Somewhat,Frequently,Frequently,Rarely,Yes,1-3 projects,4+ projects,1-3 projects,4+ projects,Slightly supported,Moderately supported,Extremely supported,Moderately supported,Moderately supported,Slightly supported,Slightly supported,Yes,"Class / school,Online self-directed",,Yes,Yes,Project Management,"Development Techniques,Project Management",,,"Languages,Development Techniques",Languages,,No,,100,0,0,0,0,0,0,0,0,,"Yes, adequate level of support","Yes, but inadequate level of support",No,,,,,,,,,"Software Developer,Programmer",,Don’t know,,,,,,,Moderately important,Extremely important,Moderately important,Moderately important,Moderately important,Very important,Always,Never,Always,Always,Always,About half the time,Never,,Never,Never,Sometimes,Sometimes,Most of the time,,,Dependent on the position (programmer vs. faculty),Extremely important,Average,Average,Average,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2018 9:04,10/23/2018 9:25,TRUE,anonymous,EN,Combination,National lab,,United Kingdom of Great Britain and Northern Ireland,Other,Senior Research Scientist,"Biological sciences,Agricultural",35 - 44,6 - 10 years,Male,,About half the time,About half the time,Sometimes,Sometimes,Secondary target,Secondary target,Primary target,,2,4,6,20,30,30,5,1,2,0,,5,5,20,25,25,10,9,0,1,0,,Rarely,Somewhat,Somewhat,Somewhat,Somewhat,Yes,1-3 projects,1-3 projects,None,4+ projects,Slightly supported,Slightly supported,Moderately supported,Moderately supported,Moderately supported,Slightly supported,Moderately supported,Yes,"Class / school,Carpentry,Online self-directed",,No,Yes,Project Management,"Development Techniques,Project Management","Languages,Development Techniques",,Languages,,,Yes,"For developing new software,For maintaining / sustaining software",0,0,0,0,0,0,0,50,50,"USDA, UK government",No,"Yes, but inadequate level of support",No,,,,,,,,Career development opportunities. No funding for conferences or workshops.,"Postdoc,Research Software Engineer,Research Faculty",,Don’t know,Moderately important,Moderately important,Extremely important,Slightly important,Moderately important,Not at all important,Not at all important,Very important,Very important,Slightly important,Moderately important,Very important,Most of the time,Sometimes,Always,Sometimes,Sometimes,Sometimes,,,Most of the time,Always,Sometimes,Sometimes,Never,,,Dependent on the position (programmer vs. faculty),Extremely important,Poor,Average,Poor,Average,"Unfunded open source community projects are difficult as the main barrier to entry for skilled contributors is their time, and the main barrier for mentoring new contributors is our time.","Mains a list of named contributors, and in each release names the contributors and highlights the new contributors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
